,Unnamed: 0,raw_header,reuters_url,article_publish_date,processed_header,neg,neu,pos,compound
1676,1676,US STOCKS SNAPSHOT-Wall Street ends lower; Apple out of favor,https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-wall-street-ends-lower-apple-out-of-favor-idUSZXN0R482I,3 years ago,Wall Street ends lower; Apple out of favor,0.202,0.55,0.248,0.128
1677,1677,"US STOCKS-Wall St lower with pressure from Apple, rate expectations",https://www.reuters.com/article/usa-stocks/us-stocks-wall-st-lower-with-pressure-from-apple-rate-expectations-idUSL2N1M21X2,3 years ago,"Wall St lower with pressure from Apple, rate expectations",0.386,0.614,0.0,-0.5267
1678,1678,Nikkei edges up as yen eases after Fed; Apple suppliers fall,https://www.reuters.com/article/japan-stocks-close/nikkei-edges-up-as-yen-eases-after-fed-apple-suppliers-fall-idUSL4N1M22RZ,3 years ago,Nikkei edges up as yen eases after Fed; Apple suppliers fall,0.0,0.813,0.187,0.3182
1679,1679,Apple concedes new watch has connectivity glitch,https://www.reuters.com/article/us-apple-watch/apple-concedes-new-watch-has-connectivity-glitch-idUSKCN1BV2I9,3 years ago,Apple concedes new watch has connectivity glitch,0.0,1.0,0.0,0.0
1680,1680,Apple Watch fails to tick with reviewers due to cellular glitch,https://www.reuters.com/article/apple-watch/apple-watch-fails-to-tick-with-reviewers-due-to-cellular-glitch-idUSL4N1M14NO,3 years ago,Apple Watch fails to tick with reviewers due to cellular glitch,0.219,0.781,0.0,-0.4215
1681,1681,"As Apple slows, fast-moving Chinese rivals gain in wealthy markets",https://www.reuters.com/article/us-apple-iphone-china-analysis/as-apple-slows-fast-moving-chinese-rivals-gain-in-wealthy-markets-idUSKCN1BV1GR,3 years ago,"As Apple slows, fast-moving Chinese rivals gain in wealthy markets",0.0,0.576,0.424,0.7096
1682,1682,"With new operating system, Apple revamps its money-making App Store",https://www.reuters.com/article/us-apple-iphone/with-new-operating-system-apple-revamps-its-money-making-app-store-idUSKCN1BU0OO,3 years ago,"With new operating system, Apple revamps its money-making App Store",0.0,1.0,0.0,0.0
1683,1683,Cathay Securities Investment sees more rallies for Taiwan stocks fueled by new iPhone,https://www.reuters.com/article/us-taiwan-cathayfinancial/cathay-securities-investment-sees-more-rallies-for-taiwan-stocks-fueled-by-new-iphone-idUSKCN1BP1Z4,3 years ago,Cathay Securities Investment sees more rallies for Taiwan stocks fueled by new iPhone,0.0,0.845,0.155,0.296
1684,1684,BRIEF-Apple discussing $3 bln stake in Bain's Toshiba bid - Bloomberg,https://www.reuters.com/article/brief-apple-discussing-3-bln-stake-in-ba/brief-apple-discussing-3-bln-stake-in-bains-toshiba-bid-bloomberg-idUSFWN1LU0QD,3 years ago,Apple discussing $3 bln stake in Bain's Toshiba bid - Bloomberg,0.0,1.0,0.0,0.0
1685,1685,Wall Street hits record high - without help from Apple,https://www.reuters.com/article/us-usa-stocks/wall-street-hits-record-high-without-help-from-apple-idUSKCN1BO1DD,3 years ago,Wall Street hits record high - without help from Apple,0.201,0.799,0.0,-0.3089
1686,1686,GLOBAL MARKETS-Apple's slide takes shine off global stock rally,https://www.reuters.com/article/global-markets/global-markets-apples-slide-takes-shine-off-global-stock-rally-idUSL2N1LU1N8,3 years ago,Apple's slide takes shine off global stock rally,0.0,1.0,0.0,0.0
1687,1687,Apple launches $999 iPhone X in bid to regain innovation lead,https://www.reuters.com/article/us-apple-iphone/apple-launches-999-iphone-x-in-bid-to-regain-innovation-lead-idUSKCN1BN0LV,3 years ago,Apple launches $999 iPhone X in bid to regain innovation lead,0.0,0.794,0.206,0.3818
1688,1688,GLOBAL MARKETS-Apple's slide takes shine off global stock rally,https://www.reuters.com/article/global-markets/global-markets-apples-slide-takes-shine-off-global-stock-rally-idUSL5N1LU4Q1,3 years ago,Apple's slide takes shine off global stock rally,0.0,1.0,0.0,0.0
1689,1689,Apple suppliers dent European shares as rally flags,https://www.reuters.com/article/us-europe-stocks/apple-suppliers-dent-european-shares-as-rally-flags-idUSKCN1BO0P0,3 years ago,Apple suppliers dent European shares as rally flags,0.0,0.761,0.239,0.296
1690,1690,Iphone X shipping delay may dampen Apple's holiday quarter,https://www.reuters.com/article/us-apple-iphone-research/iphone-x-shipping-delay-may-dampen-apples-holiday-quarter-idUSKCN1BO1OZ,3 years ago,Iphone X shipping delay may dampen Apple's holiday quarter,0.192,0.583,0.225,0.1027
1691,1691,"US STOCKS-Wall St set to open lower on Apple, N. Korea worries",https://www.reuters.com/article/usa-stocks/us-stocks-wall-st-set-to-open-lower-on-apple-n-korea-worries-idUSL4N1LU3UQ,3 years ago,"Wall St set to open lower on Apple, N. Korea worries",0.357,0.643,0.0,-0.6124
1692,1692,GLOBAL MARKETS-Apple takes shine off stocks rally,https://www.reuters.com/article/global-markets/global-markets-apple-takes-shine-off-stocks-rally-idUSL5N1LU1VJ,3 years ago,Apple takes shine off stocks rally,0.0,1.0,0.0,0.0
1693,1693,US STOCKS-Futures dip with Apple,https://www.reuters.com/article/usa-stocks/us-stocks-futures-dip-with-apple-idUSL4N1LU3OK,3 years ago,Futures dip with Apple,0.0,1.0,0.0,0.0
1694,1694,EMERGING MARKETS-Asian tech pullback knocks emerging stocks off 3-yr high,https://www.reuters.com/article/emerging-markets/emerging-markets-asian-tech-pullback-knocks-emerging-stocks-off-3-yr-high-idUSL5N1LU1CM,3 years ago,Asian tech pullback knocks emerging stocks off 3-yr high,0.0,1.0,0.0,0.0
1695,1695,Apple suppliers weigh on European shares as equity rally falters,https://www.reuters.com/article/europe-stocks/apple-suppliers-weigh-on-european-shares-as-equity-rally-falters-idUSL5N1LU126,3 years ago,Apple suppliers weigh on European shares as equity rally falters,0.0,0.804,0.196,0.296
1696,1696,RPT-GLOBAL MARKETS-Asian shares touch 10-year peak as Wall St hits records,https://www.reuters.com/article/global-markets/rpt-global-markets-asian-shares-touch-10-year-peak-as-wall-st-hits-records-idUSL4N1LU05S,3 years ago,Asian shares touch 10-year peak as Wall St hits records,0.0,0.804,0.196,0.296
1697,1697,"Lucky 8? $1,000 price tag dampens iPhone enthusiasm in China",https://www.reuters.com/article/us-apple-iphone-china/lucky-8-1000-price-tag-dampens-iphone-enthusiasm-in-china-idUSKCN1BM0LN,3 years ago,"Lucky 8? $1,000 price tag dampens iPhone enthusiasm in China",0.0,0.584,0.416,0.6908
1698,1698,"CORRECTED-Lucky 8? $1,000 price tag dampens iPhone enthusiasm in China",https://www.reuters.com/article/apple-iphone-china/corrected-lucky-8-1000-price-tag-dampens-iphone-enthusiasm-in-china-idUSL4N1LP42S,3 years ago,"Lucky 8? $1,000 price tag dampens iPhone enthusiasm in China",0.0,0.584,0.416,0.6908
1699,1699,Breakingviews - New iPhones take features from Asia and add profit,https://www.reuters.com/article/us-apple-iphone-breakingviews/breakingviews-new-iphones-take-features-from-asia-and-add-profit-idUSKCN1BO09N,3 years ago,New iPhones take features from Asia and add profit,0.0,0.734,0.266,0.4404
1700,1700,BRIEF-Comcast Corp says Xfinity mobile will offer Apple's new iPhone 8 and 8 plus starting September 29,https://www.reuters.com/article/brief-comcast-corp-says-xfinity-mobile-w/brief-comcast-corp-says-xfinity-mobile-will-offer-apples-new-iphone-8-and-8-plus-starting-september-29-idUSFWN1LT0Q8,3 years ago,Comcast Corp says Xfinity mobile will offer Apple's new iPhone 8 and 8 plus starting September 29,0.0,1.0,0.0,0.0
1701,1701,"Wall Street ends at record high, led by banks; Apple weighs",https://www.reuters.com/article/us-usa-stocks/wall-street-ends-at-record-high-led-by-banks-apple-weighs-idUSKCN1BN1C9,3 years ago,"Wall Street ends at record high, led by banks; Apple weighs",0.0,1.0,0.0,0.0
1702,1702,US STOCKS-S&P ends at record high led by banks while Apple drags,https://www.reuters.com/article/usa-stocks/us-stocks-sp-ends-at-record-high-led-by-banks-while-apple-drags-idUSL2N1LT2B0,3 years ago,S&P ends at record high led by banks while Apple drags,0.145,0.855,0.0,-0.1779
1703,1703,US STOCKS SNAPSHOT-S&P 500 ends at record for 2nd day but Apple slips,https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-sp-500-ends-at-record-for-2nd-day-but-apple-slips-idUSZXN0R3Z2I,3 years ago,S&P 500 ends at record for 2nd day but Apple slips,0.0,1.0,0.0,0.0
1704,1704,CORRECTED-UPDATE 5-Apple unveils iPhone X in major product launch,https://www.reuters.com/article/apple-iphone/corrected-update-5-apple-unveils-iphone-x-in-major-product-launch-idUSL2N1LT1BA,3 years ago,Apple unveils iPhone X in major product launch,0.0,1.0,0.0,0.0
1705,1705,US STOCKS SNAPSHOT-S&P opens at record high as Irma weakens; Apple in focus,https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-sp-opens-at-record-high-as-irma-weakens-apple-in-focus-idUSL4N1LT45Y,3 years ago,S&P opens at record high as Irma weakens; Apple in focus,0.187,0.813,0.0,-0.3182
1706,1706,Seven stocks to watch during the iPhone launch,https://www.reuters.com/article/us-apple-iphone-suppliers/seven-stocks-to-watch-during-the-iphone-launch-idUSKCN1BM2LG,3 years ago,Seven stocks to watch during the iPhone launch,0.0,1.0,0.0,0.0
1707,1707,Apple moves to ward Western Digital off control of Toshiba chips: sources,https://www.reuters.com/article/us-toshiba-accounting-apple/apple-moves-to-ward-western-digital-off-control-of-toshiba-chips-sources-idUSKCN1BJ0QC,3 years ago,Apple moves to ward Western Digital off control of Toshiba chips: sources,0.0,1.0,0.0,0.0
1708,1708,"Apple lawsuits against Qualcomm can proceed, U.S. judge rules",https://www.reuters.com/article/us-apple-qualcomm/apple-lawsuits-against-qualcomm-can-proceed-u-s-judge-rules-idUSKCN1BJ29V,3 years ago,"Apple lawsuits against Qualcomm can proceed, U.S. judge rules",0.167,0.833,0.0,-0.1531
1709,1709,Western Digital seeks Y50 bln from Apple to help finance Toshiba chip bid -Kyodo,https://www.reuters.com/article/toshiba-accounting-apple/western-digital-seeks-y50-bln-from-apple-to-help-finance-toshiba-chip-bid-kyodo-idUSL4N1LP2UN,3 years ago,Western Digital seeks Y50 bln from Apple to help finance Toshiba chip bid -Kyodo,0.0,0.828,0.172,0.4019
1710,1710,Apple's new iPhone could face supply shortfalls after launch: WSJ,https://www.reuters.com/article/us-apple-iphone/apples-new-iphone-could-face-supply-shortfalls-after-launch-wsj-idUSKCN1BI2FG,3 years ago,Apple's new iPhone could face supply shortfalls after launch: WSJ,0.0,1.0,0.0,0.0
1711,1711,Apple's new iPhone could face supply shortfalls after launch - WSJ,https://www.reuters.com/article/apple-iphone/apples-new-iphone-could-face-supply-shortfalls-after-launch-wsj-idUSL4N1LO4VR,3 years ago,Apple's new iPhone could face supply shortfalls after launch - WSJ,0.0,1.0,0.0,0.0
1712,1712,"Apple, Amazon bid for James Bond film rights- Hollywood Reporter",https://www.reuters.com/article/us-apple-amazon-jamesbond/apple-amazon-bid-for-james-bond-film-rights-hollywood-reporter-idUSKCN1BH2HX,3 years ago,"Apple, Amazon bid for James Bond film rights- Hollywood Reporter",0.0,0.841,0.159,0.1779
1713,1713,BRIEF-Apple prices 1.500% notes due 2019,https://www.reuters.com/article/brief-apple-prices-1500-notes-due-2019/brief-apple-prices-1-500-notes-due-2019-idUSFWN1LN0BW,3 years ago,Apple prices 1.500% notes due 2019,0.0,1.0,0.0,0.0
1714,1714,BRIEF-ACACIA Research's units enters into an agreement with Apple Inc to resolve patent litigation - SEC filing,https://www.reuters.com/article/brief-acacia-researchs-units-enters-into/brief-acacia-researchs-units-enters-into-an-agreement-with-apple-inc-to-resolve-patent-litigation-sec-filing-idUSFWN1LM0I3,3 years ago,ACACIA Research's units enters into an agreement with Apple Inc to resolve patent litigation - SEC filing,0.083,0.648,0.269,0.6124
1715,1715,Apple shifts responsibility for Siri to operating system chief,https://www.reuters.com/article/us-apple-siri/apple-shifts-responsibility-for-siri-to-operating-system-chief-idUSKCN1BC65B,3 years ago,Apple shifts responsibility for Siri to operating system chief,0.0,1.0,0.0,0.0
1716,1716,Bain adds Apple for last-minute $18 billion Toshiba chip unit bid: sources,https://www.reuters.com/article/us-toshiba-accounting/bain-adds-apple-for-last-minute-18-billion-toshiba-chip-unit-bid-sources-idUSKCN1BA13K,3 years ago,Bain adds Apple for last-minute $18 billion Toshiba chip unit bid: sources,0.0,1.0,0.0,0.0
1717,1717,Warren Buffett tells CNBC he has not sold a share of Apple,https://www.reuters.com/article/us-investing-buffett-cnbc/warren-buffett-tells-cnbc-he-has-not-sold-a-share-of-apple-idUSKCN1BA21E,3 years ago,Warren Buffett tells CNBC he has not sold a share of Apple,0.146,0.854,0.0,-0.2235
1718,1718,"BRIEF-China regulator to review Apple antitrust complaint - Bloomberg, citing sources",https://www.reuters.com/article/brief-china-regulator-to-review-apple-an/brief-china-regulator-to-review-apple-antitrust-complaint-bloomberg-citing-sources-idUSFWN1LF0ZM,3 years ago,"China regulator to review Apple antitrust complaint - Bloomberg, citing sources",0.18,0.82,0.0,-0.296
1719,1719,"Google, Apple face off over augmented reality technology",https://www.reuters.com/article/us-google-apple/google-apple-face-off-over-augmented-reality-technology-idUSKCN1BA001,3 years ago,"Google, Apple face off over augmented reality technology",0.0,1.0,0.0,0.0
1720,1720,"Apple, Accenture team up on iPhone, iPad apps for businesses",https://www.reuters.com/article/us-apple-accenture/apple-accenture-team-up-on-iphone-ipad-apps-for-businesses-idUSKCN1B91F6,3 years ago,"Apple, Accenture team up on iPhone, iPad apps for businesses",0.0,1.0,0.0,0.0
1721,1721,Fitbit takes aim at Apple with new smartwatch launch,https://www.reuters.com/article/us-fitbit-smartwatch/fitbit-takes-aim-at-apple-with-new-smartwatch-launch-idUSKCN1B81LU,3 years ago,Fitbit takes aim at Apple with new smartwatch launch,0.0,1.0,0.0,0.0
1722,1722,"Apple to build Iowa data center, get $207.8 million in incentives",https://www.reuters.com/article/us-apple-iowa/apple-to-build-iowa-data-center-get-207-8-million-in-incentives-idUSKCN1B422L,3 years ago,"Apple to build Iowa data center, get $207.8 million in incentives",0.0,0.813,0.187,0.3182
1723,1723,9th Circuit asks Calif. high court to decide Apple security check case,https://www.reuters.com/article/usa-employment-wages/9th-circuit-asks-calif-high-court-to-decide-apple-security-check-case-idUSL2N1L31SX,3 years ago,9th Circuit asks Calif. high court to decide Apple security check case,0.0,0.821,0.179,0.34
1724,1724,"Apple's Cook says he disagrees with Trump, vows donations to rights groups",https://www.reuters.com/article/us-usa-trump-apple/apples-cook-says-he-disagrees-with-trump-vows-donations-to-rights-groups-idUSKCN1AX0YR,3 years ago,"Apple's Cook says he disagrees with Trump, vows donations to rights groups",0.173,0.827,0.0,-0.3182
1725,1725,BRIEF-‍Hologram emoji startup Mojiit says Steve Wozniak joins company,https://www.reuters.com/article/brief-hologram-emoji-startup-mojiit-says/brief-hologram-emoji-startup-mojiit-says-steve-wozniak-joins-company-idUSFWN1L20T4,3 years ago,‍Hologram emoji startup Mojiit says Steve Wozniak joins company,0.0,1.0,0.0,0.0
1726,1726,Ireland says EU demand that Apple pay it 13 billion euros in back taxes unjustified,https://www.reuters.com/article/us-eu-apple-tax-ireland/ireland-says-eu-demand-that-apple-pay-it-13-billion-euros-in-back-taxes-unjustified-idUSKCN1AW1ZB,3 years ago,Ireland says EU demand that Apple pay it 13 billion euros in back taxes unjustified,0.182,0.818,0.0,-0.2263
1727,1727,Apple sets record with C$2.5 billion Maple bond market issue,https://www.reuters.com/article/us-canada-bonds-apple/apple-sets-record-with-c2-5-billion-maple-bond-market-issue-idUSKCN1AV228,3 years ago,Apple sets record with C$2.5 billion Maple bond market issue,0.0,1.0,0.0,0.0
1728,1728,BRIEF-Apple Inc files final pricing term sheet related to C$2.5 bln notes offering,https://www.reuters.com/article/brief-apple-inc-files-final-pricing-term/brief-apple-inc-files-final-pricing-term-sheet-related-to-c2-5-bln-notes-offering-idUSFWN1L10YE,3 years ago,Apple Inc files final pricing term sheet related to C$2.5 bln notes offering,0.0,1.0,0.0,0.0
1729,1729,Apple plans to sell C$2.5 bln in bonds in Canada-IFR,https://www.reuters.com/article/canada-bonds-apple/apple-plans-to-sell-c2-5-bln-in-bonds-in-canada-ifr-idUSL2N1L110L,3 years ago,Apple plans to sell C$2.5 bln in bonds in Canada-IFR,0.0,1.0,0.0,0.0
1730,1730,BRIEF-Apple files for potential offering of Canadian dollar notes due 2024 size undisclosed - SEC Filing,https://www.reuters.com/article/brief-apple-files-for-potential-offering/brief-apple-files-for-potential-offering-of-canadian-dollar-notes-due-2024-size-undisclosed-sec-filing-idUSFWN1L10NX,3 years ago,Apple files for potential offering of Canadian dollar notes due 2024 size undisclosed - SEC Filing,0.0,1.0,0.0,0.0
1731,1731,U.S. hedge funds bearish on FAANG stocks in second-quarter: SEC filings,https://www.reuters.com/article/us-investment-funds-faang/u-s-hedge-funds-bearish-on-faang-stocks-in-second-quarter-sec-filings-idUSKCN1AU235,3 years ago,U.S. hedge funds bearish on FAANG stocks in second-quarter: SEC filings,0.0,1.0,0.0,0.0
1732,1732,"BRIEF-Paulson & Co takes share stake in Apple, dissolves share stake in Sarepta, Biogen",https://www.reuters.com/article/brief-paulson-co-takes-share-stake-in-ap/brief-paulson-co-takes-share-stake-in-apple-dissolves-share-stake-in-sarepta-biogen-idUSFWN1L00WJ,3 years ago,"Paulson & Co takes share stake in Apple, dissolves share stake in Sarepta, Biogen",0.0,0.732,0.268,0.5267
1733,1733,Qualcomm outlines impact of dispute with Apple after SEC request,https://www.reuters.com/article/us-apple-qualcomm/qualcomm-outlines-impact-of-dispute-with-apple-after-sec-request-idUSKCN1AU256,3 years ago,Qualcomm outlines impact of dispute with Apple after SEC request,0.231,0.769,0.0,-0.4019
1734,1734,China's Guizhou province to oversee Apple's data project,https://www.reuters.com/article/us-apple-china/chinas-guizhou-province-to-oversee-apples-data-project-idUSKCN1AU1LH,3 years ago,China's Guizhou province to oversee Apple's data project,0.0,1.0,0.0,0.0
1735,1735,Developers file antitrust complaint against Apple in China,https://www.reuters.com/article/china-apple/developers-file-antitrust-complaint-against-apple-in-china-idUSL1N1KW0HJ,3 years ago,Developers file antitrust complaint against Apple in China,0.239,0.761,0.0,-0.296
1736,1736,Developers file antitrust complaint against Apple in China,https://www.reuters.com/article/us-china-apple/developers-file-antitrust-complaint-against-apple-in-china-idUSKBN1AQ1B3,3 years ago,Developers file antitrust complaint against Apple in China,0.239,0.761,0.0,-0.296
1737,1737,Japan Display considers new capital to adapt to Apple's OLED shift,https://www.reuters.com/article/us-japan-display-results/japan-display-considers-new-capital-to-adapt-to-apples-oled-shift-idUSKBN1AP0NA,3 years ago,Japan Display considers new capital to adapt to Apple's OLED shift,0.0,1.0,0.0,0.0
1738,1738,Japan Display posts wider Q1 loss as Apple orders wane,https://www.reuters.com/article/japan-display-results/japan-display-posts-wider-q1-loss-as-apple-orders-wane-idUSL4N1KO31T,3 years ago,Japan Display posts wider Q1 loss as Apple orders wane,0.204,0.796,0.0,-0.3182
1739,1739,U.S. to review Qualcomm's complaints about Apple iPhone patents,https://www.reuters.com/article/apple-qualcomm/u-s-to-review-qualcomms-complaints-about-apple-iphone-patents-idUSL1N1KU1CY,3 years ago,U.S. to review Qualcomm's complaints about Apple iPhone patents,0.252,0.748,0.0,-0.4019
1740,1740,U.S. to review Qualcomm's complaints about Apple iPhone patents,https://www.reuters.com/article/us-apple-qualcomm/u-s-to-review-qualcomms-complaints-about-apple-iphone-patents-idUSKBN1AO23R,3 years ago,U.S. to review Qualcomm's complaints about Apple iPhone patents,0.252,0.748,0.0,-0.4019
1741,1741,"US STOCKS-S&P, Dow hit record highs as Apple climbs",https://www.reuters.com/article/usa-stocks/us-stocks-sp-dow-hit-record-highs-as-apple-climbs-idUSL4N1KU55P,3 years ago,"S&P, Dow hit record highs as Apple climbs",0.0,1.0,0.0,0.0
1742,1742,"UPDATE 2-Global tech, U.S. demand fuel Taiwan's July exports",https://www.reuters.com/article/taiwan-economy-exports/update-2-global-tech-u-s-demand-fuel-taiwans-july-exports-idUSL4N1KT2WS,3 years ago,"Global tech, U.S. demand fuel Taiwan's July exports",0.176,0.824,0.0,-0.128
1743,1743,BRIEF-Eros International Media says not privy to talks Eros International may be having with potential buyers,https://www.reuters.com/article/brief-eros-international-media-says-not/brief-eros-international-media-says-not-privy-to-talks-eros-international-may-be-having-with-potential-buyers-idUSFWN1KT095,3 years ago,Eros International Media says not privy to talks Eros International may be having with potential buyers,0.0,1.0,0.0,0.0
1744,1744,"India's Eros in early talks with Apple, others to sell content library - source",https://www.reuters.com/article/eros-group-apple-deals/indias-eros-in-early-talks-with-apple-others-to-sell-content-library-source-idUSL4N1KT1U2,3 years ago,"India's Eros in early talks with Apple, others to sell content library - source",0.0,1.0,0.0,0.0
1745,1745,Apple to launch watches that can make calls: Bloomberg,https://www.reuters.com/article/us-apple-watch/apple-to-launch-watches-that-can-make-calls-bloomberg-idUSKBN1AK2FG,3 years ago,Apple to launch watches that can make calls: Bloomberg,0.0,1.0,0.0,0.0
1746,1746,BRIEF-Berkshire Hathaway says it had $27.3 bln stake in Wells Fargo as of June 30,https://www.reuters.com/article/brief-berkshire-hathaway-says-it-had-273/brief-berkshire-hathaway-says-it-had-27-3-bln-stake-in-wells-fargo-as-of-june-30-idUSFWN1KQ0PY,3 years ago,Berkshire Hathaway says it had $27.3 bln stake in Wells Fargo as of June 30,0.0,0.875,0.125,0.25
1747,1747,Apple to launch watches that can make calls - Bloomberg,https://www.reuters.com/article/apple-watch/apple-to-launch-watches-that-can-make-calls-bloomberg-idUSL4N1KQ5C2,3 years ago,Apple to launch watches that can make calls - Bloomberg,0.0,1.0,0.0,0.0
1748,1748,Apple Music banks on 'Carpool Karaoke' fans paying for star pairings,https://www.reuters.com/article/us-television-apple-carpoolkaraoke/apple-music-banks-on-carpool-karaoke-fans-paying-for-star-pairings-idUSKBN1AJ2Y5,3 years ago,Apple Music banks on 'Carpool Karaoke' fans paying for star pairings,0.0,1.0,0.0,0.0
1749,1749,"Nikkei falls, hit by tech shares after 'Apple effect' fades",https://www.reuters.com/article/japan-stocks-close/nikkei-falls-hit-by-tech-shares-after-apple-effect-fades-idUSL4N1KP2K9,3 years ago,"Nikkei falls, hit by tech shares after 'Apple effect' fades",0.0,0.804,0.196,0.296
1750,1750,Nikkei falls as tech shares slip as 'Apple effect' fades,https://www.reuters.com/article/japan-stocks-midday/nikkei-falls-as-tech-shares-slip-as-apple-effect-fades-idUSL4N1KP1HE,3 years ago,Nikkei falls as tech shares slip as 'Apple effect' fades,0.0,0.804,0.196,0.296
1751,1751,"Factbox: Dow crosses 22,000 mark: facts & figures",https://www.reuters.com/article/us-usa-stocks-dow-factbox/factbox-dow-crosses-22000-mark-facts-figures-idUSKBN1AI28P,3 years ago,"Dow crosses 22,000 mark: facts & figures",0.0,1.0,0.0,0.0
1752,1752,"FACTBOX-Dow crosses 22,000 mark: facts & figures",https://www.reuters.com/article/usa-stocks-dow-factbox/factbox-dow-crosses-22000-mark-facts-figures-idUSL1N1KO1UF,3 years ago,"Dow crosses 22,000 mark: facts & figures",0.0,1.0,0.0,0.0
1753,1753,"Dow closes above 22,000 for first time; dollar soft",https://www.reuters.com/article/us-global-markets/dow-closes-above-22000-for-first-time-dollar-soft-idUSKBN1AI027,3 years ago,"Dow closes above 22,000 for first time; dollar soft",0.0,1.0,0.0,0.0
1754,1754,"GLOBAL MARKETS-Stocks dip after Dow breaks 22,000; dollar soft",https://www.reuters.com/article/global-markets/global-markets-stocks-dip-after-dow-breaks-22000-dollar-soft-idUSL1N1KO1F5,3 years ago,"Stocks dip after Dow breaks 22,000; dollar soft",0.0,1.0,0.0,0.0
1755,1755,"FACTBOX-Dow crosses 22,000 mark: facts & figures",https://www.reuters.com/article/usa-stocks-dow-factbox/factbox-dow-crosses-22000-mark-facts-figures-idUSL1N1KO0ML,3 years ago,"Dow crosses 22,000 mark: facts & figures",0.0,1.0,0.0,0.0
1756,1756,"GLOBAL MARKETS-Equities weaken after Dow breaks 22,000; dollar soft",https://www.reuters.com/article/global-markets/global-markets-equities-weaken-after-dow-breaks-22000-dollar-soft-idUSL5N1KO5L8,3 years ago,"Equities weaken after Dow breaks 22,000; dollar soft",0.286,0.714,0.0,-0.4215
1757,1757,"Apple hits record high, powers Dow past 22,000",https://www.reuters.com/article/us-apple-results-stocks/apple-hits-record-high-powers-dow-past-22000-idUSKBN1AI1DF,3 years ago,"Apple hits record high, powers Dow past 22,000",0.0,1.0,0.0,0.0
1758,1758,"US STOCKS-Apple's stock surge takes Dow beyond 22,000",https://www.reuters.com/article/usa-stocks/us-stocks-apples-stock-surge-takes-dow-beyond-22000-idUSL4N1KO4RG,3 years ago,"Apple's stock surge takes Dow beyond 22,000",0.0,1.0,0.0,0.0
1759,1759,"US STOCKS SNAPSHOT-Dow breaches 22,000 powered by Apple rally",https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-dow-breaches-22000-powered-by-apple-rally-idUSL4N1KO4QB,3 years ago,"Dow breaches 22,000 powered by Apple rally",0.0,1.0,0.0,0.0
1760,1760,Apple shares sail to record high on healthy iPhone sales,https://www.reuters.com/article/us-apple-results/apple-shares-sail-to-record-high-on-healthy-iphone-sales-idUSKBN1AH57U,3 years ago,Apple shares sail to record high on healthy iPhone sales,0.0,0.62,0.38,0.5994
1761,1761,"Apple gains could power Dow past 22,000",https://www.reuters.com/article/apple-results-stocks/apple-gains-could-power-dow-past-22000-idUSL4N1KO3P9,3 years ago,"Apple gains could power Dow past 22,000",0.0,0.714,0.286,0.34
1762,1762,Nikkei rises to 1-1/2-week high on strong earnings; Apple suppliers shine,https://www.reuters.com/article/japan-stocks-close/nikkei-rises-to-1-1-2-week-high-on-strong-earnings-apple-suppliers-shine-idUSL4N1KO29B,3 years ago,Nikkei rises to 1-1/2-week high on strong earnings; Apple suppliers shine,0.0,0.752,0.248,0.5106
1763,1763,Asian tech shares boosted by Apple's robust earnings,https://www.reuters.com/article/us-asia-markets-tech/asian-tech-shares-boosted-by-apples-robust-earnings-idUSKBN1AI0KD,3 years ago,Asian tech shares boosted by Apple's robust earnings,0.0,0.413,0.587,0.7269
1764,1764,Nikkei rises on strong earnings; Apple suppliers shine,https://www.reuters.com/article/japan-stocks-midday/nikkei-rises-on-strong-earnings-apple-suppliers-shine-idUSL4N1KO11A,3 years ago,Nikkei rises on strong earnings; Apple suppliers shine,0.0,0.68,0.32,0.5106
1765,1765,Apple doubles down on China as rivals pull ahead,https://www.reuters.com/article/us-apple-china-vpn-analysis/apple-doubles-down-on-china-as-rivals-pull-ahead-idUSKBN1AH4AV,3 years ago,Apple doubles down on China as rivals pull ahead,0.0,1.0,0.0,0.0
1766,1766,SK Hynix jumps over 3 percent as strong Apple earnings boost,https://www.reuters.com/article/us-sk-hynix-stocks/sk-hynix-jumps-over-3-percent-as-strong-apple-earnings-boost-idUSKBN1AI011,3 years ago,SK Hynix jumps over 3 percent as strong Apple earnings boost,0.0,0.6,0.4,0.7184
1767,1767,BRIEF-Apple reports Q3 earnings per share of $1.67,https://www.reuters.com/article/brief-apple-reports-q3-earnings-per-shar/brief-apple-reports-q3-earnings-per-share-of-1-67-idUSB8N1HP01A,3 years ago,Apple reports Q3 earnings per share of $1.67,0.0,0.761,0.239,0.296
1768,1768,Apple revenue rises on higher-than-expected iPhone shipments,https://www.reuters.com/article/apple-results/apple-revenue-rises-on-higher-than-expected-iphone-shipments-idUSL4N1KN5PX,3 years ago,Apple revenue rises on higher-than-expected iPhone shipments,0.0,1.0,0.0,0.0
1769,1769,Apple seeks tax breaks for suppliers to make iPhones in India: sources,https://www.reuters.com/article/us-apple-india/apple-seeks-tax-breaks-for-suppliers-to-make-iphones-in-india-sources-idUSKBN1AH499,3 years ago,Apple seeks tax breaks for suppliers to make iPhones in India: sources,0.0,1.0,0.0,0.0
